,tweet,directed,original_score,dt2_pred,roberta_pred,final_roberta_pred
377,RT @mention Hitlantis for the iPad. Cool song explorer app. Hitlantis.com. #sxsw #musicviz,iPad or iPhone App,2.0,2,2,2
533,RT @mention HOBO WITH A SHOTGUN iPhone game {link} #sxsw,,1.0,1,1,1
358,"RT @mention Homeless guy in front of Apple pop-up store here at #sxsw is holding a sign that says, &quot;Need money for iPad 2&quot;",,1.0,1,1,1
1040,RT @mention I also function as an iPad. ‰ЫП@mention There sure are a lot of ipads on this flight. And @mention #NerdsUnite #sxsw‰Ыќ,iPad,2.0,1,2,2
431,RT @mention I convinced myself not to upgrade to iPad 2. But then I just held one at the #SxSW trade show... and failed my willpower check.,iPad,2.0,1,0,0
57,RT @mention I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,Apple,2.0,2,2,2
867,RT @mention I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,,1.0,1,2,2
28,RT @mention I think my effing hubby is in line for an #iPad 2. Can someone point him towards the line-up for wife number #2. #sxswi #sxsw,iPad,0.0,1,1,1
1195,RT @mention I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,,1.0,1,1,0
52,RT @mention I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh,,1.0,1,2,2
587,RT @mention I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,,1.0,1,2,2
235,"RT @mention I wonder if Apple intentionally scheduled the #iPad2 release to coincide with #SXSW. Steve Jobs, you crafty genius, you‰Ы_",,2.0,1,2,2
444,RT @mention I'll be at the #SXSW Apple Store tonight handing out stickers &amp; coupons for @mention DoDo Cases #iPad2,iPad,2.0,1,2,2
10,RT @mention If anyone lost an iPhone in the back of a cab in downtown Austin around 10.30-11p tonight please hit me up #sxsw,,1.0,1,1,1
753,"RT @mention if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",,1.0,1,1,1
372,"RT @mention If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :)",,1.0,1,2,2
330,RT @mention impulsive buy = all your friends at #SXSW -&gt; I now have one too. Selling my 1st gen 32gb 3g iPad now,,1.0,1,1,1
721,RT @mention In line at the temp apple store at #sxsw!! Gotto get the #iPad2 !!,iPad,2.0,1,2,2
33,RT @mention In line with @mention and Rob ... #apple #iPad2 #sxsw,,1.0,1,2,2
1002,RT @mention Interesting presentation on the building of #Netflix iphone App at #sxsw {link},iPad or iPhone App,2.0,1,2,2
549,RT @mention iPad 2 and Its Rivals: How They Stack Up {link} #bnet #biz #ipad2 #apple #sxsw #ipad #tablet #xoom #tech #laptop #pics #sale,,1.0,1,1,1
1035,"RT @mention iPad 2 for sale (cc #SXSW #SXSWi #TheInternet)

{link}",,1.0,1,1,1
1103,RT @mention iPad hipster #AustinCrowd #SXSW {link},iPad,2.0,1,1,1
174,"RT @mention iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",,1.0,1,2,1
460,RT @mention It is ridiculous to see someone taking a photo during a session with their iPad. Cannot wait to see concert use. #SXSW #Silly,iPad,0.0,1,0,2
696,RT @mention It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,iPad,2.0,1,1,1
416,"RT @mention It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",Apple,2.0,2,2,1
1314,RT @mention It's crazy here at #Apple's temporary #Austin store. Post coming up with pics. #SXSW,,1.0,1,2,2
909,RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and iPad 2 launch {link},,2.0,1,2,2
1321,RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the #iPad2 launch - {link},,1.0,1,2,2
215,RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} via @mention,,1.0,1,2,2
1319,RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,,1.0,1,2,2
113,RT @mention It's official: people using the iPad 2 to take photos just look weird. #SXSW,iPad,0.0,1,0,0
712,RT @mention Join {link} and starting tonight the person with the most friends in their city by end of #SXSW Festival wins an iPad 2!!!,iPad,2.0,1,2,2
1244,RT @mention Jonathan with Zaggle showed us a cool free texting app for iPhone called ZMS @mention #SXSW,iPad or iPhone App,2.0,1,2,2
908,RT @mention Josh Clark:  I hate the iPad's back button with the heat of a million suns.  #tapworthy #SXSW,iPad,0.0,1,0,0
1118,RT @mention Just a friendly reminder for #SXSW attendees: If you talk or text during a film I will slap you in the mouth &amp; steal your iPad. That is all.,,1.0,1,0,0
1070,RT @mention just a tip for @mention iphone users. turn down your screen brightness (way down) to conserve battery power. huge difference! #sxsw,,1.0,1,2,2
1273,"RT @mention Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)",iPad,2.0,2,2,2
586,So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,,2.0,1,2,1
866,RT @mention keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live  {link},,1.0,1,1,1
691,"RT @mention Last year there was not a single iPad in public at #sxsw. Today, they're more common than laptops, and I haven't seen any android tablets.",,1.0,1,1,1
462,"RT @mention Life Online Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad 2 {link} #LolShow",,1.0,1,1,1
1170,"RT @mention Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw",Apple,0.0,2,2,2
1166,RT @mention Line is wrapping around the block for an iPad 2 again for a second day at #sxsw! {link},,2.0,1,2,2
1184,"RT @mention Longest line at #sxsw? The Apple Store, of course.  {link}",,1.0,1,2,2
447,RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,,1.0,1,1,1
945,RT @mention Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link},iPad or iPhone App,2.0,1,2,2
399,RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,2
912,RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because t... {link},Apple,2.0,2,2,2
541,RT @mention Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release #sxsw,iPad,2.0,2,2,2
1015,"RT @mention March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",,1.0,1,1,1
122,RT @mention Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,2
964,RT @mention Microsoft to launch IE9 at #SXSW: {link} Here you go @mention Maybe you can get MS to install on the  ipad :P,,1.0,1,2,2
486,"RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it",,1.0,1,2,2
585,RT @mention My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.,Apple,2.0,1,2,2
404,RT @mention Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,iPad or iPhone App,2.0,1,1,1
747,RT @mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,2.0,1,2,2
496,RT @mention New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-),iPad,0.0,1,2,2
772,RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable ... {link},,1.0,1,2,2
115,RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable (cont) {link},,1.0,1,2,2
1199,RT @mention New #UberSocial for #iPhone out. Includes UberGuide to #SXSW sponsored by #Mashable {link} &lt; v nicely done,iPad or iPhone App,2.0,1,2,2
1243,RT @mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,iPad or iPhone App,2.0,1,1,1
1202,RT @mention New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw,iPhone,0.0,1,1,1
1338,"RT @mention News: iPad goes enterprise, @mention says (first look at its new ‰ЫПView‰Ыќ app) {link} tip @mention #sxsw",iPad,2.0,1,1,1
803,RT @mention Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},,2.0,1,2,2
901,RT @mention No more stumbling around lost @mention #SXSW! Stay in contact with your group - @mention #iPhone app  {link} #Idealab #IL,,1.0,1,2,2
902,RT @mention not a rumor: Apple is opening temporary store in downtown Austin for #SXSW and iPad 2 launch {link} (hardcore!),,1.0,1,2,2
539,RT @mention Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,,2.0,1,0,0
156,RT @mention Poor Austin. RT @mention iPad 2 launch coincides with Fri afternoon of #SXSW. Apple store employees in Austin may begin weeping now.,iPad,2.0,1,1,1
1,RT @mention Questions about what's inside the iPad 2? Fire them my way. #sxsw,,1.0,1,1,1
607,Cc @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,1.0,1,2,2
1037,RT @mention RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,2.0,1,0,0
1353,"RT @mention RT @mention Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw",Apple,0.0,1,0,1
791,"RT @mention RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",,1.0,1,1,1
382,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad,iPad,2.0,0,2,2
1299,RT @mention RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,,1.0,1,2,2
618,"RT @mention RT @mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",,1.0,1,1,1
287,RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in Austin for #SXSW &amp; iPad 2 launch {link},,1.0,1,2,2
557,RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW + #iPad2 launch {link},Apple,2.0,1,2,2
923,RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the #iPad2 launch - {link},,1.0,1,2,2
60,RT @mention Rt @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,1.0,1,2,2
560,RT @mention RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,2
731,RT @mention RT @mention RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,,1.0,1,1,1
175,RT @mention RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,Apple,0.0,1,2,2
313,RT @mention RT @mention Traveling to #sxsw with your ipad 1 is so 3/10/2011,,1.0,1,1,1
792,"RT @mention RT @mention What Digital Tribes can Learn from Native Americans #DgtlTribe #SXSW Oh, and you can Win an iPad too... 11am at the Hyatt.",,1.0,1,2,2
119,"RT @mention Shiny new @mention @mention @mention apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.",,1.0,1,2,2
1039,"RT @mention Shoe on other foot. Newspapers always chasing young readers. At #SXSW, young developers pack panel on iPad design for boomers. #yourmom",,1.0,1,1,1
4,"RT @mention Slides from #SXSW talk, &quot;iPad Design Headaches &quot; {link} #tapworthy . Really interesting for designers as well.",iPad,0.0,1,2,2
1235,RT @mention Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Apple,2.0,2,2,2
519,RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #sxflip #SXSW #SXSWi,,1.0,1,2,1
1156,RT @mention So @mention just spilled the beans: next platform for Flipboard is the iPhone. Team started working on it. #SXSW,,1.0,1,1,1
559,RT @mention So it appears Apple is opening a pop up store in Austin for #sxsw - the employees were trying to hide it. The Beechwood tables gave it away.,,1.0,1,1,1
1097,RT @mention standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!,,1.0,1,1,1
443,RT @mention Surprise! Apple opened a pop-up store in Austin so that the nerds in town for #SXSW can get new iPads. {link} #cnet,,1.0,1,2,2
142,RT @mention Text &quot;SXSW&quot; to 24587 for chance to win iPad! Drawing 3/17 at Friends #SXSW. Must be present to win! See ya there! {link},,1.0,1,2,2
534,RT @mention Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,iPhone,2.0,1,2,2
13,RT @mention The Apple pop-up store line finally dwindled. Time to check out iPad2. #sxsw,,1.0,1,2,2
576,"RT @mention The iPad 2 is so thin, I could use it to cut lines of cocaine and then FaceTime with Mel Gibson. #Winning. #IPad2 #sxsw",iPad,2.0,1,2,2
1005,RT @mention The iPad 2 is the also a cartoonishly large digital camera. #SXSW #CStejas {link},iPad,0.0,1,2,2
1192,RT @mention The iPad 2 Takes Over #SXSW One of the biggest events 1st day of SXSW 2011 wasn‰ЫЄt even an offic... {link},,1.0,2,2,1
1162,RT @mention The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW,,1.0,1,2,2
455,"RT @mention The iPhone version of Flipboard is being totally redesigned for that platform, @mention says #sxsw",,1.0,1,2,1
239,RT @mention The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,iPad,2.0,1,1,1
442,RT @mention The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,,1.0,1,2,2
743,RT @mention The Lonely Planet iPhone app guide to Austin is free this week. #sxsw,,1.0,1,2,2
458,RT @mention The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!),iPad or iPhone App,2.0,1,2,2
1168,Everyone on the plane to Austin looks like they are going to #SXSW. And that means - Apple products and hipster clothes.,Apple,2.0,1,2,2
1230,"RT @mention The Top 7 things I've loved about #SXSW so far- {link}  #outbrain, #ipad, #groupme,",,2.0,2,2,2
645,RT @mention This guy next to me is using his ipad 2 as a periscope. #sxsw,,1.0,1,1,1
977,RT @mention This is one of the three best apps we've seen at #SXSW {link},iPad or iPhone App,2.0,1,2,2
286,RT @mention This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,,1.0,1,1,1
1142,RT @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,iPad,2.0,1,2,2
418,"RT @mention To the dude propping his ipad on the urinal, your time isn't THAT valuable #sxsw #ewww",,1.0,1,0,0
1224,"RT @mention Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",iPad or iPhone App,2.0,1,2,2
102,"RT @mention Use question/answer, ask/receive kind of model in iPad app design. Give and take. Entice them to ask more. @mention #tapworthy #sxsw",,1.0,1,1,1
723,RT @mention Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,iPad or iPhone App,2.0,1,2,2
856,RT @mention Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now),iPad or iPhone App,2.0,2,2,2
98,RT @mention Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link},Apple,2.0,2,2,2
979,RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,2.0,1,1,1
674,RT @mention Wait. FIONA APPLE is in town??? Somebody kidnap her and put her in a recording studio until she records a new album. #sxsw,,1.0,1,1,1
82,RT @mention Walking through the trade show at #sxsw is basically swapping 10 business cards for chances to win 10 different iPad 2s.,,1.0,1,1,1
816,RT @mention Want a free juice pack air for iphone 4? At #SXSW? We‰ЫЄll be giving away 5 at a to-be-announced location. Stay tuned!,,1.0,1,2,2
1180,RT @mention want an ipad 2? here is your chance: Apple opening up a temporary store for #SXSW {link}  via @mention,,1.0,1,2,2
1093,RT @mention We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,iPad,2.0,1,2,2
206,RT @mention We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,,1.0,1,2,2
925,"RT @mention What Digital Tribes can Learn from Native Americans #DgtlTribe #SXSW Oh, and you can Win an iPad too... 11am at the Hyatt.",,1.0,1,2,2
726,RT @mention Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,2.0,1,2,2
1029,RT @mention Win an #iPad 2! Come meet Aquent Talent Agents and drop your name in at #SXSW Booth 1413 {link},iPad,2.0,1,2,2
434,RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link},,1.0,1,2,2
66,RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention What do YOU think?,,1.0,1,1,1
1022,RT @mention Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw,iPad,2.0,1,2,2
471,RT @mention Wonder how many iPads they'll sell there? RT @mention Opening a Pop Up Store at #SXSW {link},,1.0,1,1,1
191,RT @mention Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW,,1.0,1,2,2
688,"RT @mention Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw",iPad or iPhone App,2.0,1,2,2
554,"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}",iPad,0.0,1,0,0
682,RT @mention YES! updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link},iPad or iPhone App,2.0,1,2,2
1086,RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link},iPad or iPhone App,2.0,1,2,2
653,These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link},iPad or iPhone App,2.0,1,2,2
605,Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW,iPad,2.0,1,1,1
861,#sxsw anyone here need an iPhone cable I have extras -  tweet me ;),,1.0,1,2,2
31,@mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,iPad or iPhone App,2.0,1,2,2
985,Fuzzy iphone picture of Jake Gyllenhaal and Duncan Jones more pictures soon BigDplace.com #sxsw {link},,1.0,1,1,1
469,&quot;No one says 'I'm Apple' or 'I'm Drupal' - in my tribe I know people will care for my children &amp; that is powerful&quot; @mention #DgtlTribe #SXSW,,1.0,1,2,2
253,"#SXSW iPhone tip, turn off 3G to get good service/data",,1.0,1,1,1
1145,"amusing long lines at the temp apple store, the starbu cks acrosse the street is where most people seem to unpack theirs ;) #sxsw",Apple,2.0,1,2,2
316,6th and Congress. Dude is creatively saving up for an iPad 2!  Www.socialmediabum.tumblr.com #sxsw {link},iPad,2.0,1,2,2
1109,Is iPad too big for it? RT @mention My takeaway from #sxsw? Mobile is absolutely necessary now for brand relevancy {link},,1.0,1,2,1
212,Social proof is a powerful marketing motivator -- you see white earbud headphones and cables and you know: Apple is here. @mention #sxsw,Apple,2.0,1,2,2
1216,Apple + Google + Zappos are corporations always founded with this different and important ideas. #rhjr_ux5 #sxsw,,1.0,1,2,2
214,all the cool apps coming out at #SXSW are making me miss my iPhone 4 in a big way,iPad or iPhone App,2.0,2,2,2
1064,Apple's pop up store in Austin just took shape this week. Now that's what I call a pop-up. #sxsw,,1.0,1,2,2
477,Apple to open &quot;popup&quot; guerrilla store on 6th and Congress for #SXSW in Austin. Wonder what they're selling? {link},,1.0,1,1,1
116,Apple to open a pop-up store at #SXSW so wannabe-hipsters can feel at home being near their fav store {link},Apple,2.0,1,2,2
889,apple to open pop-up shop at #sxsw (6th and congress) on ipad2 launch day... {link},,1.0,1,1,1
704,Apple to Open Pop-Up Shop at #SXSW {link},,1.0,1,2,2
749,"Apple to open pop-up shop in Austin for #SXSW, iPad 2 release - {link}",,1.0,1,2,2
751,"Apple to open pop-up shop in Austin for SXSW, iPad 2 release. {link} #sxsw #apple #ipad2 #popupshop",,1.0,1,2,2
1124,Apple to open temporary store at #SXSW {link},,1.0,1,1,1
755,Apple to open temporary store for #SXSW. Interesting.  {link},,1.0,1,2,2
219,Apple Is Opening A Pop-Up Store In Austin For SXSW {link} #SXSW #apps #mobile,,1.0,1,2,2
292,Apple is opening a temporary store in downtown Austin for March 11 to accommodate #SXSW attendees. God they are so fucking smart.,Apple,2.0,2,2,2
564,Apple is opening up a pop-up store in downtown Austin for the iPod 2 launch at #SXSW {link},,1.0,1,2,2
440,Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch. {link}  Source: Statesman.com,,1.0,1,2,2
230,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch  {link} cc: @mention,,1.0,1,2,2
709,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,1.0,1,2,2
981,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB CC. @mention @mention,,1.0,1,2,2
278,"Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite",,1.0,2,2,2
422,Waiting for an iPad 2 - #SXSW Day #1 {link},,1.0,1,1,1
55,"Looking for an iPhone app that manages multiple accounts, allowing
You to select which you follow from. AND lists! Suggestions?  #sxsw",,1.0,1,1,1
1032,"@mention or anyone heading to #sxsw If you have Android/iPhone, install &quot;cab4me&quot;. 
{link}",,1.0,1,1,1
684,"NYT app for iPad: not &quot;here's an amazing way to serve our readership,&quot; more &quot;here's a market opportunity we can't ignore.&quot; #sxsw #newsapps",iPad or iPhone App,0.0,1,2,2
332,in line for the ipad2 - why not!! Apple hype team just made the high-five run by #sxsw,iPad,2.0,1,2,2
1255,Waiting for the video  RT @mention Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,,1.0,1,2,2
296,"#tech Before It Even Begins, Apple Wins #SXSW {link}",Apple,2.0,2,2,2
919,Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},Apple,2.0,1,2,2
895,Looking forward to seeing iPad 2 at the site of the AlphaGraphics where I bought $1 laser prints in 1986 (Scarborough Building).  #sxsw,iPad,2.0,1,2,2
1293,"All the posts from #sxsw are making me jealous.  BTW #sxsw auto corrects as ass's on the iPad. No joke, check it.",iPad,1.0,1,0,0
970,this is not how I want 2 B spending my  time during #sxsw :( (@mention Apple Store w/ 2 others) {link},,1.0,1,0,0
504,@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store,iPad,2.0,1,2,2
456,Haven't bought your #iPad 2 yet? Going to #SXSW? Check out Apple's pop-up store. {link},,1.0,1,2,2
398,Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: {link},,1.0,1,2,2
765,Half an hour into #futureoftouch  first mention of ipad by our Microsoft speakers #sxsw,,1.0,1,2,1
1254,Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link},iPad or iPhone App,2.0,1,2,2
223,@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},,2.0,1,2,2
1013,"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",iPad,0.0,1,0,0
1036,It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.,iPhone,2.0,1,1,1
378,The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Apple,2.0,1,2,2
1137,Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,iPad or iPhone App,2.0,2,2,2
1114,Anyone know if the pop-up Apple store on 6th &amp; Congress is sold out of 3G iPads yet?  #SxSw #Apple #SxSwi,,1.0,1,1,2
1012,How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Apple,2.0,1,2,2
744,"The Linkdown (non-#SXSW edition): iPad art show, RISE Austin, World Poopin' Day, social media events, more: {link}",,1.0,1,1,1
319,Sitting down to accessibility and disabilities and iPad. #sxsw,,1.0,1,1,1
243,#SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street. (answered my own question the old fashion way... I googled it).,,1.0,1,1,1
257,The Pop-up Apple Store at #sxsw  got a shipment of iPad 2's. Go get em #iPad2,,1.0,1,2,2
118,The lineup at the #sxsw Apple pop up store.  {link},,1.0,1,1,1
993,The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},iPad or iPhone App,2.0,1,2,2
341,First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,2.0,1,2,2
1316,#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,,2.0,1,0,0
655,#Apple Pop-Up Store Selling #iPad2 At #SXSW {link} via @mention #Tech #Retail,,1.0,1,2,2
463,Geeks &amp; gadgets are today's superstars. People lined up for 3 hrs at the sxswpopup shop to buy ipad 2 &amp; girls begging 2 hug d crowley. #sxsw,,1.0,1,2,2
392,"Droid &amp; Mac here :) RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock",,1.0,1,2,2
1218,Lost an iPad at the Sterling #SXSW keynote? Found one and just turned it into lost and found.,,1.0,1,1,1
818,"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Other Apple product or service,2.0,1,2,2
362,"I have a pen and paper, an iPhone, &amp;  iPad at my immediate use for this session on media analytics. Now just need to not hit the #sxsw wall.",,1.0,1,2,2
201,Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,,1.0,1,2,2
840,Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,2.0,2,2,2
1132,"Line of ppl around the block. #sxsw party? No, Apple store! Insane!  {link}",,1.0,1,1,1
913,"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsеКSXSW {link} via @mention #SXSW",Apple,2.0,2,2,2
1320,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Apple,2.0,2,2,2
732,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Apple,2.0,1,2,2
1290,At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,,2.0,1,2,2
1074,Mingly Apple TV a Day Giveaway! Register to win at #SXSW #Winning {link},,1.0,1,2,2
331,"#SXSW #AppleStore  @mention Apple Store, SXSW {link}",,1.0,1,2,2
289,Why the Apple pop-up shop at #SxSW sucks: {link},Apple,0.0,1,0,0
407,Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW,Apple,0.0,1,1,1
1053,"At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",,1.0,1,2,2
1311,#SXSW peeps: Where is the #iPad store?,,1.0,1,1,1
